1,44717,171036,
2,47901,171070,
3,52468,171071,
4,53990,171068,
5,55181,177218,
6,57111,177371,
7,56976,169794,
8,57304,167965,
9,63391,167953,
11,72504,167939,
12,77464,168980,
13,81756,167931,
14,87846,167917,
15,92407,167915,
16,93924,167914,
17,98497,167910,
18,101530,167914,
19,106097,167890,
20,109132,167890,
21,112175,167886,
22,115225,167895,
23,119779,167877,
24,121688,168486,
25,124580,168919,
26,128035,167879,
27,132593,167873,
28,135629,167865,
29,140196,167877,
30,143227,167873,
31,146278,167869,
32,146656,169590,
33,146663,174147,
34,154375,176828,
35,157044,177135,
36,161447,177254,
37,164439,176765,
38,169854,177229,
39,171846,177213,
40,174127,173023,
41,174077,165447,
42,174104,163585,
43,174075,154992,
44,171791,153726,
45,167835,153575,
46,164299,153838,
47,163039,154911,
48,157036,157575,
49,154610,153700,
50,152629,153743,
51,144391,153871,
52,142059,153765,
53,140713,157863,
54,136654,159022,
55,135097,155285,
56,134294,153889,
57,127572,153632,
58,125617,153776,
59,121747,157646,
60,121736,162572,
61,121281,163636,
62,115196,163652,
63,113683,163660,
64,110636,163660,
65,106076,163662,
66,101505,163671,
67,96950,163672,
68,89344,163679,
69,83270,163681,
70,81370,162616,
71,77324,161725,
72,77055,163700,
73,72484,163709,
74,67933,163722,
75,66411,163726,
76,58813,163739,
77,56966,156433,
78,54261,156433,
79,54260,162609,
80,50928,163736,
81,47873,163733,
82,44562,164030,
83,44877,165433,
