1|100|
2|200|0.0000|17.1027|
2|200|0.0000|17.1025|
2|200|0.0000|17.1031|
2|200|0.0000|17.1029|
2|201|0.0001|32.2736|
2|202|32.3187|33.5991|
2|203|134.9896|6.7172|
2|204|141.1179|7.0312|
2|205|295.9827|13.4184|
2|206|299.1077|13.2703|
2|207|305.5234|32.7156|
2|208|305.4897|32.7134|
2|209|305.4646|32.7131|
2|210|305.4414|32.7143|
2|211|305.4131|32.7174|
2|212|341.3331|23.2761|
2|213|341.3656|23.2725|
2|214|341.4136|23.2717|
2|215|341.4464|23.2731|
2|216|341.4752|23.2763|
2|217|365.2825|6.9262|
2|218|365.4074|6.9206|
2|219|365.5560|6.9193|
2|220|365.6966|6.9210|
2|221|365.7972|6.9263|
2|222|394.6516|20.9284|
2|223|394.6004|20.9229|
2|224|394.5496|20.9221|
2|225|394.5165|20.9232|
2|226|394.4886|20.9263|
2|227|391.8955|26.5940|
2|228|391.9317|26.5914|
2|229|391.9753|26.5917|
2|230|392.0209|26.5957|
2|231|21.6455|20.3321|
2|232|21.7058|20.3269|
2|233|21.7538|20.3271|
2|234|21.7944|20.3295|
2|235|21.8267|20.3337|
2|236|33.1864|21.0531|
2|237|33.2372|21.0487|
2|238|33.2887|21.0487|
2|239|33.3310|21.0518|
2|240|26.5697|10.9138|
2|241|26.6383|10.9095|
2|242|26.7257|10.9079|
2|243|26.8107|10.9098|
2|244|26.8723|10.9139|
2|245|30.3999|29.7528|
2|246|30.4335|29.7497|
2|247|30.4705|29.7501|
2|248|30.5077|29.7530|
2|200|0.0000|17.1045|
2|200|0.0000|17.1044|
2|200|0.0000|17.1043|
1|200|
2|100|0.0000|17.1039|
2|100|0.0019|17.1042|
1|100|
2|200|0.0007|17.1039|
2|200|0.0007|17.1041|
2|200|0.0007|17.1039|
2|100|0.0007|17.1041|
2|100|0.0007|17.1041|
2|100|0.0007|17.1042|
2|101|0.0007|17.1041|
2|100|0.0007|17.1042|
2|100|0.0007|17.1041|
2|220|19.6960|11.6536|
2|221|19.7549|11.6484|
2|222|19.8581|11.6456|
2|223|19.9274|11.6469|
2|224|19.9822|11.6508|
2|225|89.7696|18.7546|
2|226|89.8069|18.7514|
2|227|89.8776|18.7507|
2|228|89.9296|18.7549|
2|229|172.3560|4.1485|
2|230|172.2358|4.1440|
2|231|172.0956|4.1406|
2|232|171.9454|4.1402|
2|233|171.7934|4.1411|
2|234|171.6646|4.1422|
2|235|178.1544|9.8653|
2|236|178.0393|9.8594|
2|237|177.9472|9.8587|
2|238|177.8551|9.8627|
2|239|177.8107|9.8657|
2|240|184.8503|16.1602|
2|241|184.8975|16.1576|
2|242|184.9633|16.1575|
2|243|185.0032|16.1592|
2|244|185.0424|16.1640|
2|245|245.9475|17.1176|
2|246|245.9073|17.1135|
2|247|245.8568|17.1119|
2|248|245.8149|17.1125|
2|249|245.7677|17.1157|
2|250|281.3122|7.0962|
2|251|281.1855|7.0889|
2|252|280.9896|7.0852|
2|253|280.8562|7.0883|
2|254|280.7594|7.0931|
2|255|292.7112|10.5538|
2|256|292.7876|10.5467|
2|257|292.9053|10.5440|
2|258|293.0157|10.5476|
2|259|293.1031|10.5545|
2|260|364.0925|8.3389|
2|261|364.2087|8.3356|
2|262|364.3350|8.3367|
2|263|364.4589|8.3437|
2|264|149.0170|15.5205|
2|265|149.0959|15.5155|
2|266|149.1727|15.5166|
2|267|149.2302|15.5209|
2|268|261.8061|16.5583|
2|269|261.8643|16.5510|
2|270|261.9459|16.5509|
2|271|261.9818|16.5532|
2|272|262.0304|16.5567|
2|100|0.0011|17.1039|
2|100|0.0011|17.1038|
1|100|
2|200|0.0000|17.1042|
2|300|188.7091|14.1720|
2|300|188.7091|14.1723|
2|300|188.7091|14.1724|
2|300|188.7090|14.1723|
2|300|188.7090|14.1723|
1|300|
2|100|0.0000|14.1722|
2|100|0.0001|14.1723|
2|100|0.0001|14.1726|
2|100|0.0001|14.1721|
2|100|0.0001|14.1724|
2|2000|0.0001|14.1723|
2|200|0.0001|14.1722|
2|350|6.9882|10.1429|
2|351|6.8982|10.1379|
2|352|6.8053|10.1360|
2|353|6.7240|10.1392|
2|354|13.9843|25.0603|
2|355|14.0240|25.0574|
2|356|14.0729|25.0574|
2|357|14.1081|25.0605|
2|358|22.7825|4.6568|
2|359|22.9119|4.6559|
2|360|23.0831|4.6578|
2|361|23.2761|4.6617|
2|362|89.2084|9.1506|
2|363|89.3217|9.1443|
2|364|89.3994|9.1431|
2|365|89.4865|9.1446|
2|366|89.5722|9.1498|
2|367|117.8790|32.1435|
2|368|117.9072|32.1412|
2|369|117.9460|32.1420|
2|370|117.9460|32.1417|
2|371|117.9737|32.1437|
2|372|126.1911|24.6807|
2|373|126.1499|24.6762|
2|374|126.1016|24.6736|
2|375|126.0612|24.6754|
2|376|126.0351|24.6786|
2|377|128.0245|16.6973|
2|378|127.9940|16.6937|
2|379|127.9341|16.6906|
2|380|127.8777|16.6915|
2|381|127.8280|16.6956|
2|382|172.3186|2.1794|
2|383|171.8002|2.1730|
2|384|171.3876|2.1726|
2|385|170.9645|2.1763|
2|386|170.5533|2.1853|
2|387|316.2484|13.8168|
2|388|316.1699|13.8115|
2|389|316.1106|13.8106|
2|390|316.0575|13.8124|
2|391|316.0103|13.8169|
2|392|328.7984|16.8147|
2|393|328.8818|16.8091|
2|394|328.9466|16.8105|
2|395|328.9971|16.8156|
2|396|368.7434|15.0393|
2|397|368.8014|15.0341|
2|398|368.8659|15.0317|
2|399|368.9242|15.0329|
2|400|368.9682|15.0370|
2|401|391.0086|22.1270|
2|402|390.9717|22.1237|
2|403|390.9380|22.1227|
2|404|390.8914|22.1246|
2|405|390.8615|22.1285|
2|200|0.0000|14.1723|
2|200|0.0000|14.1724|
2|200|0.0000|14.1721|
2|200|0.0000|14.1722|
2|406|106.4205|21.2210|
2|406|106.4205|21.2211|
2|406|106.4204|21.2212|
2|406|106.4204|21.2212|
2|406|106.4205|21.2214|
2|406|106.4204|21.2210|
1|406|
2|300|0.0000|21.2209|
2|300|0.0000|21.2206|
2|300|0.0000|21.2206|
2|300|0.0000|21.2207|
2|407|3.7852|34.9386|
2|408|3.8220|34.9365|
2|409|3.8608|34.9382|
2|410|3.8759|34.9398|
2|411|9.9835|37.4521|
2|412|9.9560|37.4495|
2|413|9.9281|37.4485|
2|414|9.8989|37.4499|
2|415|9.8989|37.4500|
2|416|9.8988|37.4498|
2|417|9.8989|37.4502|
2|418|14.1616|20.4773|
2|419|14.2245|20.4750|
2|420|14.2954|20.4788|
2|421|28.4843|23.4362|
2|422|28.5330|23.4311|
2|423|28.5980|23.4321|
2|424|28.5980|23.4323|
2|425|28.6426|23.4368|
2|426|12.4969|12.5494|
2|427|12.4051|12.5420|
2|428|12.3308|12.5405|
2|429|12.2632|12.5426|
2|430|12.1825|12.5498|
2|431|84.3025|16.0977|
2|432|84.3026|16.0978|
2|433|84.3025|16.0978|
2|434|84.3649|16.0921|
2|435|84.3649|16.0920|
2|436|84.4299|16.0918|
2|437|84.4885|16.0962|
2|438|232.3681|11.8978|
2|439|232.2939|11.8917|
2|440|232.2248|11.8893|
2|441|232.1581|11.8898|
2|442|232.0757|11.8948|
2|443|280.7734|7.8282|
2|444|280.9446|7.8271|
2|445|281.1043|7.8334|
2|446|349.1052|7.7155|
2|447|349.1970|7.7122|
2|448|349.3139|7.7107|
2|449|349.4750|7.7151|
2|450|393.9236|20.1089|
2|451|393.9793|20.1057|
2|452|394.0286|20.1067|
2|453|394.0781|20.1115|
1|300|
2|100|0.0000|21.2210|
2|100|0.0000|21.2208|
2|100|0.0000|21.2209|
2|100|0.0001|21.2208|
2|454|28.6415|23.4365|
2|455|28.5899|23.4313|
2|456|28.5293|23.4315|
2|457|28.4925|23.4355|
2|458|101.7935|23.0080|
2|458|101.7935|23.0077|
2|458|101.7935|23.0079|
2|458|101.7935|23.0080|
2|458|101.7935|23.0080|
2|458|101.7935|23.0078|
2|458|101.7935|23.0078|
1|400|
2|300|0.0000|23.0079|
2|300|0.0000|23.0082|
2|300|0.0000|23.0081|
2|300|0.0000|23.0082|
2|300|0.0000|23.0080|
2|406|0.0000|23.0080|
2|407|0.0000|23.0081|
2|406|0.0000|23.0080|
2|406|0.0000|23.0080|
2|406|0.0000|23.0080|
2|460|394.6604|30.5244|
2|461|394.6879|30.5227|
2|462|394.7238|30.5233|
2|463|394.7473|30.5248|
2|464|11.5102|29.1397|
2|465|33.4252|8.5974|
2|466|33.5469|8.5923|
2|467|33.6515|8.5927|
